game_id,season,week,date,home_team,away_team,home_score,away_score,close_spread,close_total,home_win_rate_last4,home_win_rate_last8,home_win_rate_last16,home_pdiff_last4,home_pdiff_last8,home_pdiff_last16,home_points_for_last4,home_points_for_last8,home_points_for_last16,home_points_against_last4,home_points_against_last8,home_points_against_last16,home_turnover_diff_last4,home_turnover_diff_last8,home_turnover_diff_last16,away_win_rate_last4,away_win_rate_last8,away_win_rate_last16,away_pdiff_last4,away_pdiff_last8,away_pdiff_last16,away_points_for_last4,away_points_for_last8,away_points_for_last16,away_points_against_last4,away_points_against_last8,away_points_against_last16,away_turnover_diff_last4,away_turnover_diff_last8,away_turnover_diff_last16,home_win,predicted_prob,predicted_winner,actual_winner,correct,confidence,predicted_spread,actual_spread,spread_error
nfl_2023_04_KC_NYJ,2023,4,2023-10-01,NYJ,KC,20,23,-9.5,43.0,0.25,0.125,0.375,-6.0,-8.5,-0.875,12.0,10.75,16.375,18.0,19.25,17.25,0.0,0.0,0.0,0.75,0.875,0.875,10.25,9.0,7.9375,29.0,28.0,27.4375,18.75,19.0,19.5,0.0,0.0,0.0,0,0.321847991354552,KC,KC,True,0.678152008645448,-2.494128121036272,-3,0.505871878963728
nfl_2023_04_SEA_NYG,2023,4,2023-10-02,NYG,SEA,3,24,-2.5,27.0,0.25,0.375,0.40625,-21.5,-7.5,-6.1875,12.5,19.875,19.9375,34.0,27.375,26.125,0.0,0.0,0.0,0.5,0.5,0.5625,-4.75,-2.625,0.875,27.5,21.875,24.375,32.25,24.5,23.5,0.0,0.0,0.0,0,0.30570472265823423,SEA,SEA,True,0.6942952773417658,-2.7201338827847206,-21,18.279866117215278
nfl_2023_05_CHI_WAS,2023,5,2023-10-05,WAS,CHI,20,40,6.0,60.0,0.5,0.375,0.59375,-7.75,-6.25,-0.9375,22.25,19.625,20.0,30.0,25.875,20.9375,0.0,0.0,0.0,0.0,0.0,0.0625,-15.5,-17.0,-11.1875,18.75,16.375,19.6875,34.25,33.375,30.875,0.0,0.0,0.0,0,0.7331233568601466,WAS,CHI,False,0.7331233568601466,3.2637269960420525,-20,23.263726996042053
nfl_2023_05_JAX_BUF,2023,5,2023-10-08,BUF,JAX,20,25,5.5,45.0,0.75,0.75,0.75,21.0,13.0,9.0,34.75,31.625,28.875,13.75,18.625,19.875,0.0,0.0,0.0,0.5,0.625,0.625,-0.5,3.0,1.75,20.0,22.75,23.75,20.5,19.75,22.0,0.0,0.0,0.0,0,0.7498910288162062,BUF,JAX,False,0.7498910288162062,3.4984744034268864,-5,8.498474403426886
nfl_2023_05_HOU_ATL,2023,5,2023-10-08,ATL,HOU,21,19,2.5,40.0,0.5,0.5,0.4375,-3.75,-1.5,-2.0,15.5,17.375,19.3125,19.25,18.875,21.3125,0.0,0.0,0.0,0.5,0.5,0.25,4.25,-1.375,-6.3125,24.0,21.75,18.6875,19.75,23.125,25.0,0.0,0.0,0.0,1,0.5557360530977636,ATL,ATL,True,0.5557360530977636,0.7803047433686909,2,1.219695256631309
nfl_2023_05_CAR_DET,2023,5,2023-10-08,DET,CAR,42,24,9.5,66.0,0.75,0.75,0.6875,5.75,5.875,4.9375,26.5,26.25,26.1875,20.75,20.375,21.25,0.0,0.0,0.0,0.0,0.25,0.375,-8.75,-4.0,-2.0625,16.75,19.25,20.0625,25.5,23.25,22.125,0.0,0.0,0.0,1,0.7634486622097346,DET,DET,True,0.7634486622097346,3.688281270936285,18,14.311718729063715
nfl_2023_05_TEN_IND,2023,5,2023-10-08,IND,TEN,23,16,-2.5,39.0,0.5,0.25,0.25,-0.5,-6.375,-7.1875,24.25,22.125,19.8125,24.75,28.5,27.0,0.0,0.0,0.0,0.5,0.25,0.375,0.5,-3.0,-2.3125,18.0,16.125,17.125,17.5,19.125,19.4375,0.0,0.0,0.0,1,0.47678976597749523,TEN,IND,False,0.5232102340225048,-0.3249432763150668,7,7.324943276315067
nfl_2023_05_NYG_MIA,2023,5,2023-10-08,MIA,NYG,31,16,12.5,47.0,0.75,0.5,0.5625,7.75,3.125,3.125,37.5,29.125,27.9375,29.75,26.0,24.8125,0.0,0.0,0.0,0.25,0.375,0.34375,-19.0,-9.75,-7.875,11.5,17.25,18.6875,30.5,27.0,26.5625,0.0,0.0,0.0,1,0.8060897660796841,MIA,MIA,True,0.8060897660796841,4.285256725115577,15,10.714743274884423
nfl_2023_05_NO_NE,2023,5,2023-10-08,NE,NO,0,34,2.5,34.0,0.25,0.25,0.4375,-10.5,-7.75,-1.875,13.75,17.875,19.75,24.25,25.625,21.625,0.0,0.0,0.0,0.5,0.625,0.4375,-3.5,0.375,-1.0,15.5,15.875,17.3125,19.0,15.5,18.3125,0.0,0.0,0.0,0,0.5672777477461901,NE,NO,False,0.5672777477461901,0.9418884684466615,-34,34.94188846844666
nfl_2023_05_BAL_PIT,2023,5,2023-10-08,PIT,BAL,17,10,-4.5,27.0,0.5,0.75,0.625,-9.5,-1.25,-1.5625,15.5,17.875,18.3125,25.0,19.125,19.875,0.0,0.0,0.0,0.75,0.5,0.625,10.25,3.5,3.25,24.75,20.25,19.25,14.5,16.75,16.0,0.0,0.0,0.0,1,0.48356019170399955,BAL,PIT,False,0.5164398082960004,-0.23015731614400625,7,7.230157316144006
nfl_2023_05_CIN_ARI,2023,5,2023-10-08,ARI,CIN,20,34,-3.0,54.0,0.25,0.125,0.1875,-3.5,-6.5,-6.5625,22.0,18.875,20.1875,25.5,25.375,26.75,0.0,0.0,0.0,0.25,0.5,0.6875,-11.25,-1.625,1.9375,12.25,18.375,22.8125,23.5,20.0,20.875,0.0,0.0,0.0,0,0.41346122969245724,CIN,CIN,True,0.5865387703075428,-1.2115427843055986,-14,12.788457215694402
nfl_2023_05_NYJ_DEN,2023,5,2023-10-08,DEN,NYJ,21,31,2.5,52.0,0.25,0.375,0.25,-12.5,-9.75,-7.3125,25.0,24.125,19.5,37.5,33.875,26.8125,0.0,0.0,0.0,0.25,0.125,0.3125,-5.5,-7.875,-2.5,15.5,11.75,15.125,21.0,19.625,17.625,0.0,0.0,0.0,0,0.40920464169039644,NYJ,NYJ,True,0.5907953583096035,-1.27113501633445,-10,8.72886498366555
nfl_2023_05_KC_MIN,2023,5,2023-10-08,MIN,KC,20,27,-3.5,47.0,0.25,0.375,0.5625,-1.25,-2.125,-2.25,22.5,23.375,24.9375,23.75,25.5,27.1875,0.0,0.0,0.0,0.75,0.875,0.875,10.25,9.0,7.9375,25.25,27.5,27.625,15.0,18.5,19.6875,0.0,0.0,0.0,0,0.3245777898912874,KC,KC,True,0.6754222101087126,-2.4559109415219766,-7,4.544089058478024
nfl_2023_05_DAL_SF,2023,5,2023-10-08,SF,DAL,42,10,3.5,52.0,1.0,0.875,0.9375,16.75,11.625,13.25,31.25,28.75,29.125,14.5,17.125,15.875,0.0,0.0,0.0,0.75,0.625,0.6875,20.75,10.875,11.75,31.0,25.0,31.25,10.25,14.125,19.5,0.0,0.0,0.0,1,0.5067973700262396,SF,SF,True,0.5067973700262396,0.09516318036735427,32,31.904836819632646
nfl_2023_05_GB_LV,2023,5,2023-10-09,LV,GB,17,13,1.0,30.0,0.25,0.25,0.375,-9.75,-7.125,-3.5625,15.5,18.625,20.75,25.25,25.75,24.3125,0.0,0.0,0.0,0.5,0.625,0.4375,1.0,5.25,0.125,25.0,25.875,23.3125,24.0,20.625,23.1875,0.0,0.0,0.0,1,0.34919679938912357,GB,LV,False,0.6508032006108764,-2.11124480855227,4,6.11124480855227
nfl_2023_06_DEN_KC,2023,6,2023-10-12,KC,DEN,19,8,10.5,27.0,1.0,0.875,0.875,12.25,7.625,7.75,27.0,27.0,27.625,14.75,19.375,19.875,0.0,0.0,0.0,0.25,0.25,0.25,-14.75,-12.125,-7.75,26.25,23.75,19.8125,41.0,35.875,27.5625,0.0,0.0,0.0,1,0.7167657698343732,KC,KC,True,0.7167657698343732,3.0347207776812253,11,7.965279222318775
nfl_2023_06_BAL_TEN,2023,6,2023-10-15,TEN,BAL,16,24,-5.5,40.0,0.5,0.25,0.3125,-1.0,-3.5,-3.3125,18.25,16.375,16.9375,19.25,19.875,20.25,0.0,0.0,0.0,0.5,0.375,0.5625,4.5,1.625,2.625,21.0,19.375,18.4375,16.5,17.75,15.8125,0.0,0.0,0.0,0,0.5534630283440864,TEN,BAL,False,0.5534630283440864,0.7484823968172103,-8,8.74848239681721
nfl_2023_06_WAS_ATL,2023,6,2023-10-15,ATL,WAS,16,24,1.5,40.0,0.5,0.625,0.4375,-6.75,-0.875,-2.75,14.75,17.75,18.875,21.5,18.625,21.625,0.0,0.0,0.0,0.25,0.375,0.53125,-13.75,-7.75,-2.5,22.25,20.625,20.5,36.0,28.375,23.0,0.0,0.0,0.0,0,0.6840966684253867,ATL,WAS,False,0.6840966684253867,2.577353357955414,-8,10.577353357955413
nfl_2023_06_MIN_CHI,2023,6,2023-10-15,CHI,MIN,13,19,-3.0,32.0,0.25,0.125,0.125,-6.0,-13.875,-9.625,23.75,18.875,21.75,29.75,32.75,31.375,0.0,0.0,0.0,0.25,0.25,0.5,-2.25,-3.375,-3.1875,23.25,22.5,24.0625,25.5,25.875,27.25,0.0,0.0,0.0,0,0.39699919817262913,MIN,MIN,True,0.6030008018273709,-1.442011225583192,-6,4.557988774416808
nfl_2023_06_SEA_CIN,2023,6,2023-10-15,CIN,SEA,17,13,3.0,30.0,0.5,0.5,0.75,-2.5,-1.25,4.0,20.0,19.25,24.125,22.5,20.5,20.125,0.0,0.0,0.0,0.75,0.625,0.5625,5.0,1.0,1.5625,27.75,23.25,24.6875,22.75,22.25,23.125,0.0,0.0,0.0,1,0.4085615709627229,SEA,CIN,False,0.5914384290372772,-1.2801380065218795,4,5.280138006521879
nfl_2023_06_SF_CLE,2023,6,2023-10-15,CLE,SF,19,17,-9.5,36.0,0.5,0.5,0.4375,4.0,2.375,-0.75,19.0,17.125,19.0,15.0,14.75,19.75,0.0,0.0,0.0,1.0,0.875,0.9375,19.0,12.5,14.875,34.25,29.25,30.375,15.25,16.75,15.5,0.0,0.0,0.0,1,0.3864607017945927,SF,CLE,False,0.6135392982054073,-1.5895501748757024,2,3.5895501748757024
nfl_2023_06_NO_HOU,2023,6,2023-10-15,HOU,NO,20,13,-2.0,33.0,0.5,0.5,0.25,7.75,-0.875,-5.3125,26.5,21.125,18.625,18.75,22.0,23.9375,0.0,0.0,0.0,0.5,0.625,0.5,4.75,4.25,1.375,20.0,17.5,17.8125,15.25,13.25,16.4375,0.0,0.0,0.0,1,0.5139262625795022,HOU,HOU,True,0.5139262625795022,0.19496767611303145,7,6.8050323238869685
nfl_2023_06_IND_JAX,2023,6,2023-10-15,JAX,IND,37,20,4.0,57.0,0.5,0.625,0.6875,-1.75,0.125,2.3125,18.5,22.0,24.25,20.25,21.875,21.9375,0.0,0.0,0.0,0.75,0.375,0.25,3.75,-5.125,-7.1875,24.75,20.5,19.125,21.0,25.625,26.3125,0.0,0.0,0.0,1,0.7488768814635978,JAX,JAX,True,0.7488768814635978,3.4842763404903687,17,13.515723659509632
nfl_2023_06_CAR_MIA,2023,6,2023-10-15,MIA,CAR,42,21,14.0,63.0,0.75,0.625,0.5625,11.0,5.75,3.6875,36.25,30.5,28.875,25.25,24.75,25.1875,0.0,0.0,0.0,0.0,0.25,0.375,-9.75,-5.25,-2.3125,20.25,20.25,20.9375,30.0,25.5,23.25,0.0,0.0,0.0,1,0.7886876445087058,MIA,MIA,True,0.7886876445087058,4.0416270231218805,21,16.95837297687812
nfl_2023_06_NE_LV,2023,6,2023-10-15,LV,NE,21,17,3.0,38.0,0.25,0.25,0.375,-9.0,-7.375,-4.4375,15.5,17.0,19.4375,24.5,24.375,23.875,0.0,0.0,0.0,0.25,0.25,0.375,-17.75,-11.25,-5.4375,8.75,14.875,17.375,26.5,26.125,22.8125,0.0,0.0,0.0,1,0.5517407579427411,LV,LV,True,0.5517407579427411,0.7243706111983759,4,3.275629388801624
nfl_2023_06_PHI_NYJ,2023,6,2023-10-15,NYJ,PHI,20,14,-6.5,34.0,0.25,0.25,0.3125,-4.5,-6.25,-2.9375,17.75,13.5,15.375,22.25,19.75,18.3125,0.0,0.0,0.0,1.0,0.875,0.8125,8.0,11.125,8.9375,29.0,30.625,29.75,21.0,19.5,20.8125,0.0,0.0,0.0,1,0.30239174536619634,PHI,NYJ,False,0.6976082546338036,-2.7665155648732513,6,8.766515564873252
nfl_2023_06_DET_TB,2023,6,2023-10-15,TB,DET,6,20,-3.0,26.0,0.75,0.625,0.5,4.0,-0.625,-4.0,21.0,20.5,18.125,17.0,21.125,22.125,0.0,0.0,0.0,0.75,0.75,0.75,10.0,7.75,7.1875,31.75,29.0,28.4375,21.75,21.25,21.25,0.0,0.0,0.0,0,0.4361987728809293,DET,DET,True,0.5638012271190707,-0.89321717966699,-14,13.10678282033301
nfl_2023_06_NYG_BUF,2023,6,2023-10-15,BUF,NYG,14,9,15.5,23.0,0.75,0.625,0.6875,21.25,9.625,8.0625,35.75,29.75,28.4375,14.5,20.125,20.375,0.0,0.0,0.0,0.25,0.25,0.34375,-12.75,-15.125,-7.9375,15.5,14.5,18.875,28.25,29.625,26.8125,0.0,0.0,0.0,1,0.8321964556621364,BUF,BUF,True,0.8321964556621364,4.65075037926991,5,0.3492496207300899
nfl_2023_06_DAL_LAC,2023,6,2023-10-16,LAC,DAL,17,20,-1.5,37.0,0.5,0.5,0.5,1.5,5.0,1.4375,27.5,27.375,24.375,26.0,22.375,22.9375,0.0,0.0,0.0,0.5,0.5,0.625,2.75,5.125,8.5,23.5,22.875,28.8125,20.75,17.75,20.3125,0.0,0.0,0.0,0,0.45103815713937484,DAL,DAL,True,0.5489618428606251,-0.6854658000487522,-3,2.3145341999512477
nfl_2023_07_JAX_NO,2023,7,2023-10-19,NO,JAX,24,31,2.5,55.0,0.25,0.5,0.5,2.25,2.5,1.4375,18.25,17.0,16.5,16.0,14.5,15.0625,0.0,0.0,0.0,0.75,0.625,0.6875,4.5,1.75,2.9375,25.5,24.125,24.875,21.0,22.375,21.9375,0.0,0.0,0.0,0,0.3812000010395375,JAX,JAX,True,0.6187999989604624,-1.6631999854464752,-7,5.336800014553525
nfl_2023_07_DET_BAL,2023,7,2023-10-22,BAL,DET,38,6,3.0,44.0,0.5,0.5,0.5625,5.75,3.0,2.8125,20.25,20.75,18.25,14.5,17.75,15.4375,0.0,0.0,0.0,1.0,0.875,0.8125,15.0,11.25,8.3125,29.0,28.625,28.0,14.0,17.375,19.6875,0.0,0.0,0.0,1,0.3973254917474912,DET,BAL,False,0.6026745082525088,-1.437443115535123,32,33.437443115535125
nfl_2023_07_LV_CHI,2023,7,2023-10-22,CHI,LV,30,12,-2.5,42.0,0.25,0.125,0.0625,-5.0,-11.875,-11.1875,22.75,18.875,20.5,27.75,30.75,31.6875,0.0,0.0,0.0,0.5,0.375,0.4375,-1.0,-6.5,-2.6875,18.25,18.375,20.75,19.25,24.875,23.4375,0.0,0.0,0.0,1,0.5044886180990586,CHI,CHI,True,0.5044886180990586,0.0628406533868211,18,17.93715934661318
nfl_2023_07_CLE_IND,2023,7,2023-10-22,IND,CLE,38,39,-3.5,77.0,0.5,0.375,0.25,-3.25,-5.125,-7.6875,22.0,22.625,19.75,25.25,27.75,27.4375,0.0,0.0,0.0,0.5,0.5,0.5,-0.75,1.375,0.8125,17.75,17.875,19.25,18.5,16.5,18.4375,0.0,0.0,0.0,0,0.5428425186508424,IND,CLE,False,0.5428425186508424,0.599795261111794,-1,1.599795261111794
nfl_2023_07_BUF_NE,2023,7,2023-10-22,NE,BUF,29,25,-7.5,54.0,0.25,0.25,0.375,-17.0,-11.25,-4.5,8.75,14.75,17.5625,25.75,26.0,22.0625,0.0,0.0,0.0,0.75,0.625,0.75,15.5,8.75,8.5625,29.75,27.125,28.25,14.25,18.375,19.6875,0.0,0.0,0.0,1,0.2642485781673623,BUF,NE,False,0.7357514218326378,-3.3005199056569277,4,7.300519905656928
nfl_2023_07_WAS_NYG,2023,7,2023-10-22,NYG,WAS,14,7,-3.0,21.0,0.0,0.25,0.28125,-14.75,-15.0,-8.75,10.0,13.625,17.9375,24.75,28.625,26.6875,0.0,0.0,0.0,0.25,0.5,0.53125,-12.25,-4.625,-2.125,19.5,21.125,20.5625,31.75,25.75,22.6875,0.0,0.0,0.0,1,0.4774704071294732,WAS,NYG,False,0.5225295928705268,-0.31541430018737526,7,7.315414300187375
nfl_2023_07_ATL_TB,2023,7,2023-10-22,TB,ATL,13,16,3.0,29.0,0.5,0.5,0.5,-0.25,-2.75,-3.75,17.5,18.875,18.3125,17.75,21.625,22.0625,0.0,0.0,0.0,0.25,0.625,0.4375,-9.0,-0.875,-2.125,12.5,18.625,18.8125,21.5,19.5,20.9375,0.0,0.0,0.0,0,0.6037292476530987,TB,ATL,False,0.6037292476530987,1.4522094671433812,-3,4.452209467143382
nfl_2023_07_ARI_SEA,2023,7,2023-10-22,SEA,ARI,20,10,9.5,30.0,0.75,0.625,0.5,8.25,2.25,0.4375,27.75,23.625,23.1875,19.5,21.375,22.75,0.0,0.0,0.0,0.25,0.125,0.125,-9.5,-8.875,-8.375,18.25,18.625,18.8125,27.75,27.5,27.1875,0.0,0.0,0.0,1,0.7726200363337946,SEA,SEA,True,0.7726200363337946,3.816680508673125,10,6.183319491326875
nfl_2023_07_GB_DEN,2023,7,2023-10-22,DEN,GB,19,17,1.5,36.0,0.25,0.25,0.25,-17.0,-8.875,-8.0,20.0,23.0,19.75,37.0,31.875,27.75,0.0,0.0,0.0,0.25,0.5,0.4375,-4.5,3.25,0.9375,18.75,24.5,23.5,23.25,21.25,22.5625,0.0,0.0,0.0,1,0.32614938081923894,GB,DEN,False,0.6738506191807611,-2.4339086685306546,2,4.433908668530655
nfl_2023_07_LAC_KC,2023,7,2023-10-22,KC,LAC,31,17,5.5,48.0,1.0,0.875,0.875,13.0,8.125,8.25,27.5,26.0,26.9375,14.5,17.875,18.6875,0.0,0.0,0.0,0.5,0.375,0.5,1.25,2.5,2.125,23.25,27.0,24.0,22.0,24.5,21.875,0.0,0.0,0.0,1,0.7156552159410016,KC,KC,True,0.7156552159410016,3.019173023174022,14,10.980826976825977
nfl_2023_07_MIA_PHI,2023,7,2023-10-22,PHI,MIA,31,17,3.0,48.0,0.75,0.75,0.75,5.0,6.5,8.5,24.0,27.625,29.5625,19.0,21.125,21.0625,0.0,0.0,0.0,0.75,0.75,0.5625,14.5,8.625,4.75,40.75,33.125,29.5625,26.25,24.5,24.8125,0.0,0.0,0.0,1,0.5873683862557418,PHI,PHI,True,0.5873683862557418,1.2231574075803857,14,12.776842592419614
nfl_2023_07_SF_MIN,2023,7,2023-10-23,MIN,SF,22,17,-7.0,39.0,0.5,0.375,0.5,0.75,0.375,-3.0,21.0,22.75,24.0,20.25,22.375,27.0,0.0,0.0,0.0,0.75,0.75,0.875,16.75,10.0,13.0,31.0,26.25,29.0625,14.25,16.25,16.0625,0.0,0.0,0.0,1,0.4557415608825003,SF,MIN,False,0.5442584391174997,-0.619618147644996,5,5.619618147644996
nfl_2023_08_TB_BUF,2023,8,2023-10-26,BUF,TB,24,18,10.0,42.0,0.5,0.5,0.75,6.0,7.875,8.5,26.75,26.0,27.9375,20.75,18.125,19.4375,0.0,0.0,0.0,0.25,0.375,0.5,-3.5,-3.875,-3.625,14.0,16.75,17.75,17.5,20.625,21.375,0.0,0.0,0.0,1,0.8126884664519951,BUF,BUF,True,0.8126884664519951,4.377638530327932,6,1.622361469672068
nfl_2023_08_HOU_CAR,2023,8,2023-10-29,CAR,HOU,15,13,-3.0,28.0,0.0,0.125,0.3125,-14.25,-9.625,-4.75,21.25,18.25,20.9375,35.5,27.875,25.6875,0.0,0.0,0.0,0.75,0.5,0.3125,12.25,-0.625,-4.4375,26.5,21.25,19.25,14.25,21.875,23.6875,0.0,0.0,0.0,1,0.3103013217577133,HOU,CAR,False,0.6896986782422867,-2.655781495392014,2,4.655781495392014
nfl_2023_08_MIN_GB,2023,8,2023-10-29,GB,MIN,10,24,-1.0,34.0,0.25,0.375,0.4375,-4.75,2.25,0.9375,17.0,23.375,23.25,21.75,21.125,22.3125,0.0,0.0,0.0,0.75,0.375,0.5,3.0,-1.0,-2.875,20.5,21.875,23.3125,17.5,22.875,26.1875,0.0,0.0,0.0,0,0.6926388378217527,GB,MIN,False,0.6926388378217527,2.696943729504538,-14,16.69694372950454
nfl_2023_08_NO_IND,2023,8,2023-10-29,IND,NO,27,38,-2.0,65.0,0.25,0.375,0.25,-4.25,-1.75,-7.6875,26.0,26.125,21.125,30.25,27.875,28.8125,0.0,0.0,0.0,0.25,0.375,0.4375,0.75,0.375,-0.5,20.0,17.5,16.5,19.25,17.125,17.0,0.0,0.0,0.0,0,0.5282650064119592,IND,NO,False,0.5282650064119592,0.3957100897674284,-11,11.395710089767428
nfl_2023_08_NE_MIA,2023,8,2023-10-29,MIA,NE,31,17,7.5,48.0,0.5,0.625,0.5,-1.5,6.25,3.6875,27.5,33.875,28.4375,29.0,27.625,24.75,0.0,0.0,0.0,0.25,0.25,0.375,-17.25,-11.0,-4.5625,12.25,15.5,18.0,29.5,26.5,22.5625,0.0,0.0,0.0,1,0.7651234856925104,MIA,MIA,True,0.7651234856925104,3.711728799695146,14,10.288271200304854
nfl_2023_08_NYJ_NYG,2023,8,2023-10-29,NYG,NYJ,10,13,-3.0,23.0,0.25,0.25,0.34375,-8.5,-15.0,-7.5,10.5,11.5,17.6875,19.0,26.5,25.1875,0.0,0.0,0.0,0.5,0.375,0.3125,2.0,-3.5,-3.0,20.25,15.625,15.625,18.25,19.125,18.625,0.0,0.0,0.0,0,0.4822393805441893,NYJ,NYJ,True,0.5177606194558106,-0.2486486723813498,-3,2.75135132761865
nfl_2023_08_JAX_PIT,2023,8,2023-10-29,PIT,JAX,10,20,-2.5,30.0,0.75,0.75,0.6875,-1.25,-0.875,-0.4375,17.5,18.375,19.0,18.75,19.25,19.4375,0.0,0.0,0.0,1.0,0.625,0.75,11.25,2.5,4.0,29.0,24.125,25.75,17.75,21.625,21.75,0.0,0.0,0.0,0,0.4453708889885657,JAX,JAX,True,0.5546291110114343,-0.7648075541600803,-10,9.23519244583992
nfl_2023_08_ATL_TEN,2023,8,2023-10-29,TEN,ATL,28,23,-2.5,51.0,0.25,0.25,0.25,-3.75,-3.875,-4.25,15.5,16.625,16.875,19.25,20.5,21.125,0.0,0.0,0.0,0.5,0.625,0.4375,-4.75,-0.625,-2.125,15.0,18.125,17.5,19.75,18.75,19.625,0.0,0.0,0.0,1,0.5768776022423953,TEN,TEN,True,0.5768776022423953,1.0762864313935336,5,3.923713568606466
nfl_2023_08_PHI_WAS,2023,8,2023-10-29,WAS,PHI,31,38,-7.0,69.0,0.25,0.5,0.46875,-5.5,-3.75,-2.625,20.5,20.75,19.9375,26.0,24.5,22.5625,0.0,0.0,0.0,0.75,0.75,0.75,5.0,5.25,8.9375,25.5,27.625,29.0,20.5,22.375,20.0625,0.0,0.0,0.0,0,0.310804644055464,PHI,PHI,True,0.6891953559445361,-2.648734983223504,-7,4.351265016776496
nfl_2023_08_CLE_SEA,2023,8,2023-10-29,SEA,CLE,24,20,4.0,44.0,0.75,0.625,0.5,9.25,1.375,0.1875,23.5,23.25,22.75,14.25,21.875,22.5625,0.0,0.0,0.0,0.75,0.625,0.5625,0.5,2.375,1.0625,22.0,21.5,20.4375,21.5,19.125,19.375,0.0,0.0,0.0,1,0.6111328241560662,SEA,SEA,True,0.6111328241560662,1.5558595381849265,4,2.4441404618150733
nfl_2023_08_BAL_ARI,2023,8,2023-10-29,ARI,BAL,24,31,-9.5,55.0,0.0,0.125,0.125,-15.0,-10.0,-8.5,13.75,17.5,17.8125,28.75,27.5,26.3125,0.0,0.0,0.0,0.75,0.625,0.5625,14.5,8.375,3.9375,25.0,23.5,18.9375,10.5,15.125,15.0,0.0,0.0,0.0,0,0.2587379623485611,BAL,BAL,True,0.7412620376514389,-3.3776685271201443,-7,3.6223314728798557
nfl_2023_08_KC_DEN,2023,8,2023-10-29,DEN,KC,24,9,-7.0,33.0,0.5,0.375,0.25,-4.0,-8.25,-8.125,19.75,22.375,19.625,23.75,30.625,27.75,0.0,0.0,0.0,1.0,0.875,0.875,8.75,9.5,8.125,25.0,27.0,27.25,16.25,17.5,19.125,0.0,0.0,0.0,1,0.2747106882761471,KC,DEN,False,0.7252893117238529,-3.1540503641339406,15,18.15405036413394
nfl_2023_08_CIN_SF,2023,8,2023-10-29,SF,CIN,17,31,4.0,48.0,0.5,0.625,0.8125,11.0,8.5,11.875,27.75,26.0,29.3125,16.75,17.5,17.4375,0.0,0.0,0.0,0.75,0.5,0.75,-0.75,-1.625,2.9375,18.25,18.375,22.5625,19.0,20.0,19.625,0.0,0.0,0.0,0,0.6893494486071291,SF,CIN,False,0.6893494486071291,2.650892280499807,-14,16.650892280499807
nfl_2023_08_CHI_LAC,2023,8,2023-10-29,LAC,CHI,30,13,9.5,43.0,0.5,0.25,0.4375,-1.5,-1.875,1.0625,21.5,25.25,23.8125,23.0,27.125,22.75,0.0,0.0,0.0,0.5,0.25,0.125,7.25,-5.75,-8.8125,27.75,21.375,20.5625,20.5,27.125,29.375,0.0,0.0,0.0,1,0.5744349787755942,LAC,LAC,True,0.5744349787755942,1.0420897028583194,17,15.95791029714168
nfl_2023_08_LV_DET,2023,8,2023-10-30,DET,LV,26,14,7.0,40.0,0.75,0.75,0.75,3.5,3.375,5.9375,25.5,24.25,27.4375,22.0,20.875,21.5,0.0,0.0,0.0,0.5,0.375,0.4375,-4.25,-8.375,-3.375,16.75,15.625,20.25,21.0,24.0,23.625,0.0,0.0,0.0,1,0.8040871217137635,DET,DET,True,0.8040871217137635,4.257219703992689,12,7.742780296007311
nfl_2023_09_TEN_PIT,2023,9,2023-11-02,PIT,TEN,20,16,3.5,36.0,0.5,0.625,0.6875,-5.0,-2.5,0.3125,14.25,17.625,18.8125,19.25,20.125,18.5,0.0,0.0,0.0,0.5,0.375,0.3125,3.5,-1.5,-3.75,21.75,18.5,17.5625,18.25,20.0,21.3125,0.0,0.0,0.0,1,0.6525136760062686,PIT,PIT,True,0.6525136760062686,2.135191464087761,4,1.864808535912239
nfl_2023_09_MIA_KC,2023,9,2023-11-05,KC,MIA,21,14,1.0,35.0,0.75,0.75,0.875,4.25,7.25,7.375,21.5,23.375,26.3125,17.25,16.125,18.9375,0.0,0.0,0.0,0.75,0.75,0.5,9.0,8.375,3.1875,30.25,33.875,27.9375,21.25,25.5,24.75,0.0,0.0,0.0,1,0.6564367357026171,KC,KC,True,0.6564367357026171,2.190114299836639,7,4.8098857001633615
nfl_2023_09_MIN_ATL,2023,9,2023-11-05,ATL,MIN,28,31,3.5,59.0,0.5,0.5,0.4375,-2.0,-2.875,-2.25,19.0,17.25,17.875,21.0,20.125,20.125,0.0,0.0,0.0,0.75,0.5,0.5625,4.5,1.625,0.3125,21.25,21.875,24.625,16.75,20.25,24.3125,0.0,0.0,0.0,0,0.5138070728197963,ATL,MIN,False,0.5138070728197963,0.19329901947714845,-3,3.1932990194771484
nfl_2023_09_SEA_BAL,2023,9,2023-11-05,BAL,SEA,37,3,6.0,40.0,0.75,0.75,0.5625,10.0,10.125,3.75,25.75,25.25,20.0625,15.75,15.125,16.3125,0.0,0.0,0.0,0.75,0.625,0.5,7.75,1.5,-0.1875,20.25,23.875,22.3125,12.5,22.375,22.5,0.0,0.0,0.0,1,0.6892351454683601,BAL,BAL,True,0.6892351454683601,2.649292036557041,34,31.350707963442957
